task_id,semantic_entropy,pass_at_1,prompt_len,SLT,TBG
HumanEval/10,1.1061927595584113,0,174,[ 4.75       0.15625   -3.21875   ... -1.3359375 -1.8671875 -3.40625  ],[ 1.578125   0.5625    -3.765625  ...  1.578125   0.5546875 -2.234375 ]
HumanEval/11,-0.0,1,114,[ 5.25       0.8125    -2.9375    ... -1.3203125 -1.3203125 -3.4375   ],[ 2.34375    0.3203125 -6.375     ...  2.15625    2.40625   -0.4140625]
HumanEval/12,-0.0,1,134,[ 5.6875    -0.03125   -3.21875   ... -1.5390625 -1.6171875 -3.46875  ],[ 2.46875   1.703125 -7.78125  ...  2.40625   2.984375 -0.765625]
HumanEval/13,0.19829191169688581,1,104,[ 5.25       0.8203125 -3.796875  ... -1.15625   -1.125     -3.5625   ],[ 0.1875    -0.6171875 -3.15625   ...  2.078125   1.6484375 -1.921875 ]
HumanEval/14,-0.0,1,91,[ 5.0625    -0.5       -4.09375   ... -1.5859375 -1.4765625 -3.265625 ],"[ 1.90625     0.703125   -9.0625     ...  2.25        2.203125
 -0.20996094]"
HumanEval/15,-0.0,1,100,[ 6.        -0.15625   -4.46875   ... -1.7734375 -1.1953125 -3.359375 ],"[ 2.46875     0.328125   -5.09375    ...  2.34375     0.61328125
 -0.80859375]"
HumanEval/16,0.19761094109405686,1,102,[ 6.         0.9765625 -3.28125   ... -1.578125  -1.25      -3.609375 ],"[ 0.46875     0.7890625  -5.5        ...  2.140625    1.890625
 -0.91015625]"
HumanEval/17,0.9938417374715298,0,204,"[-4.34375     4.40625     0.953125   ... -2.453125   -3.734375
  0.30859375]","[ 1.71875     1.28125    -7.65625    ...  1.8828125   1.7578125
 -0.48046875]"
HumanEval/18,0.19545443755851072,1,120,[ 6.21875    0.6015625 -3.28125   ... -1.3359375 -1.109375  -3.4375   ],[ 1.15625    0.8984375 -5.25      ...  1.796875   1.265625  -1.3671875]
HumanEval/19,1.3670040160391272,0,137,"[-1.15625     3.78125    -2.515625   ...  0.62109375 -0.3359375
 -3.234375  ]","[ 2.5         0.90625    -8.5625     ...  2.203125    2.359375
 -0.42578125]"
HumanEval/20,0.6918831907052415,1,198,"[ 4.96875     1.84375    -2.5625     ... -0.80859375 -1.4921875
 -3.6875    ]","[ 1.906250e+00 -3.281250e-01 -8.687500e+00 ...  1.890625e+00  2.781250e+00
  7.873535e-03]"
HumanEval/21,0.32731494366775765,1,157,[ 4.84375    1.5       -2.59375   ... -1.1484375 -1.5       -3.46875  ],"[ 2.078125    0.25       -8.3125     ...  1.2421875   2.71875
 -0.55859375]"
HumanEval/22,-0.0,1,124,[ 5.0625    -0.6328125 -3.765625  ... -1.46875   -1.75      -3.46875  ],[ 2.84375    1.515625  -7.9375    ...  1.4609375  2.09375   -1.203125 ]
HumanEval/23,0.19078725296814794,1,75,[ 5.        -0.6875    -3.90625   ... -1.6953125 -1.4140625 -3.6875   ],[ 1.4921875  1.6015625 -4.3125    ...  2.15625    1.671875  -1.046875 ]
HumanEval/24,0.38929100621366497,1,85,"[ 5.5         0.5078125  -3.125      ... -0.83203125 -1.1953125
 -3.4375    ]",[ 1.4375    0.015625 -3.9375   ...  2.15625   1.9375   -1.859375]
HumanEval/25,-0.0,1,160,[ 5.25      -0.140625  -3.390625  ... -1.1796875 -1.34375   -3.53125  ],[ 1.6015625  0.40625   -8.125     ...  2.         2.09375   -1.109375 ]
HumanEval/26,0.4993384192982928,0,116,[ 5.3125     0.5703125 -3.671875  ... -1.28125   -1.3671875 -3.359375 ],[ 2.1875     1.2890625 -8.625     ...  1.5078125  2.        -0.796875 ]
HumanEval/27,-0.0,1,80,[ 5.8125    -0.0234375 -4.34375   ... -1.5546875 -1.1484375 -3.65625  ],"[ 1.8984375  -0.37890625 -4.75       ...  1.3125      0.5390625
 -1.140625  ]"
HumanEval/28,-0.0,1,89,[ 5.71875   -0.2109375 -3.625     ... -1.5       -1.5625    -3.4375   ],"[ 3.59375     1.65625    -7.34375    ...  2.21875     1.8203125
 -0.15429688]"
HumanEval/29,-0.0,1,119,[ 5.3125    -0.4453125 -3.890625  ... -1.421875  -1.7109375 -3.390625 ],[ 3.265625  1.84375  -8.125    ...  1.53125   2.109375 -0.890625]
HumanEval/30,0.4253767565749049,1,150,[ 5.375     -0.140625  -4.375     ... -1.609375  -1.4609375 -3.53125  ],[ 1.421875  -0.09375   -5.15625   ...  1.1328125  0.7578125 -1.203125 ]
HumanEval/31,0.4981107291938548,1,138,[ 5.75       1.1484375 -3.890625  ... -1.125     -1.1328125 -3.515625 ],"[ 1.859375   -0.5390625  -4.9375     ...  1.7578125   0.69140625
 -1.9609375 ]"
HumanEval/32,1.2057383376628623,0,293,"[-1.34375    -4.15625    -0.44921875 ...  0.08984375  3.625
 -1.734375  ]",[ 0.6015625 -1.734375  -2.84375   ...  0.9453125  2.1875    -2.609375 ]
HumanEval/33,0.9853975642186532,1,182,[ 5.53125    0.9453125 -3.6875    ... -1.34375   -1.4765625 -3.390625 ],"[ 1.421875    0.0390625  -5.6875     ...  1.171875    0.83203125
 -1.4296875 ]"
HumanEval/34,-0.0,1,109,[ 5.40625    0.0703125 -2.5625    ... -1.3984375 -1.6171875 -3.65625  ],"[ 1.109375    0.3828125  -5.75       ...  1.390625    1.0859375
 -0.94140625]"
HumanEval/35,-0.0,1,119,[ 6.1875     1.1484375 -1.765625  ... -0.7734375 -1.890625  -3.921875 ],[ 1.25       0.484375  -3.453125  ...  1.7734375  1.90625   -1.5703125]
HumanEval/36,0.32139931365516805,1,116,[ 6.15625    0.65625   -3.140625  ... -1.5078125 -1.4140625 -3.46875  ],"[ 1.078125   -0.109375   -5.5625     ...  1.578125    0.65234375
 -1.484375  ]"
HumanEval/37,0.5255672783452493,1,155,[ 5.21875    0.84375   -3.765625  ... -1.6484375 -1.4296875 -3.390625 ],"[ 1.265625   -0.42578125 -5.59375    ...  1.2421875   1.109375
 -1.421875  ]"
HumanEval/38,-0.0,1,190,[ 5.09375   -0.0703125 -4.34375   ... -1.453125  -1.5234375 -3.71875  ],"[ 3.265625    0.8984375  -2.796875   ...  0.98828125  0.390625
 -3.390625  ]"
HumanEval/39,1.3461904243923442,0,131,[ 5.09375   -1.8359375 -2.234375  ... -5.8125    -2.265625  -1.734375 ],[ 0.203125  -1.90625   -6.46875   ...  1.7734375  1.7109375 -1.9296875]
HumanEval/40,-0.0,1,191,[ 5.75       0.671875  -3.5625    ... -1.125     -1.5078125 -3.46875  ],"[ 0.40625    -1.1640625  -6.6875     ...  1.125       0.49414062
 -1.546875  ]"
HumanEval/41,-0.0,1,183,"[ 6.25        1.1015625  -5.03125    ... -0.46289062 -2.140625
 -3.3125    ]",[ 0.359375  0.234375 -3.375    ...  2.15625   1.3125   -2.546875]
HumanEval/42,0.2004458656895053,1,145,[ 5.5        0.015625  -4.15625   ... -1.8671875 -1.2578125 -3.390625 ],"[ 2.125       0.1640625  -4.84375    ...  1.4921875   0.46679688
 -0.859375  ]"
HumanEval/43,-0.0,1,189,[ 6.125      0.671875  -3.796875  ... -1.3046875 -1.3046875 -3.40625  ],"[ 1.625      -1.4453125  -5.84375    ...  1.1953125   0.26953125
 -1.78125   ]"
HumanEval/44,-0.0,1,129,[ 5.4375     0.6015625 -3.359375  ... -0.8671875 -1.6875    -3.484375 ],"[ 1.21875    -0.63671875 -4.3125     ...  1.421875    1.1640625
 -1.5078125 ]"
HumanEval/45,0.4210995097764838,1,78,[ 5.125      0.1875    -3.3125    ... -1.3515625 -1.453125  -3.65625  ],[ 2.171875   1.15625   -4.40625   ...  1.109375   1.5       -1.3046875]
HumanEval/46,0.32516734555199267,1,204,"[ 4.96875     0.859375   -3.75       ... -0.97265625 -1.53125
 -3.484375  ]",[-0.8515625  0.4375    -4.8125    ...  1.0625     1.5703125 -1.7578125]
HumanEval/47,0.5256725205503399,1,113,[ 5.        0.15625  -2.640625 ... -1.21875  -1.703125 -3.3125  ],"[ 0.8203125   0.50390625 -5.3125     ...  1.453125    1.6484375
 -1.28125   ]"
HumanEval/48,-0.0,1,103,[ 5.84375    0.1171875 -4.25      ... -1.515625  -1.3046875 -3.53125  ],"[ 2.5        -0.15625    -4.46875    ...  1.5546875   0.25195312
 -1.640625  ]"
HumanEval/49,0.19858456435859248,1,148,[ 6.625      0.7578125 -4.0625    ... -1.546875  -1.0859375 -4.3125   ],[ 1.7421875  0.0234375 -4.21875   ...  1.6015625  1.2421875 -2.234375 ]
HumanEval/50,-0.0,1,123,[ 4.875     -0.2421875 -4.90625   ... -1.265625  -1.375     -3.53125  ],"[ 4.          0.21484375 -2.765625   ...  1.0625      0.17578125
 -2.4375    ]"
HumanEval/51,0.20043118225434173,1,154,[ 5.8125     0.484375  -3.859375  ... -1.5078125 -1.359375  -3.359375 ],"[ 3.21875    -0.3984375  -5.375      ...  1.3671875   0.23339844
 -1.34375   ]"
HumanEval/52,0.1940663165630735,1,116,[ 5.96875    0.5703125 -4.5625    ... -1.6953125 -1.390625  -3.65625  ],"[ 2.4375     -0.08984375 -5.28125    ...  0.859375    0.08007812
 -1.234375  ]"
HumanEval/53,-0.0,1,86,[ 4.96875   -0.46875   -3.71875   ... -1.5234375 -1.8203125 -3.796875 ],"[ 2.9375      3.40625    -2.953125   ...  2.34375     1.7734375
 -0.83203125]"
HumanEval/54,0.6087260638979497,0,172,[ 6.75       1.3046875 -2.671875  ... -1.6015625 -1.109375  -3.53125  ],"[ 1.125      -0.359375   -5.1875     ...  1.8671875   0.45507812
 -2.375     ]"
HumanEval/55,0.3182402517559933,1,87,[ 5.125      0.2109375 -3.5       ... -1.21875   -1.265625  -3.484375 ],[-0.1953125  1.3046875 -4.5625    ...  1.59375    1.59375   -1.6796875]
HumanEval/56,-0.0,1,124,[ 5.75       0.3671875 -3.515625  ... -1.28125   -1.2578125 -3.265625 ],[ 0.515625   0.4375    -4.8125    ...  1.6796875  0.8046875 -1.578125 ]
HumanEval/57,0.3278025893987075,1,123,[ 5.6875     0.3359375 -3.28125   ... -1.3515625 -1.4296875 -3.15625  ],[ 1.25      -1.59375   -5.875     ...  1.0390625  0.6484375 -1.6953125]
HumanEval/58,-0.0,1,155,[ 5.8125     0.8359375 -2.875     ... -1.5078125 -1.546875  -3.59375  ],"[ 0.875      -0.3203125  -6.         ...  1.40625     0.97265625
 -1.328125  ]"
HumanEval/59,1.0664306407797848,0,101,[ 4.375      0.4453125 -2.625     ... -1.0390625 -1.765625  -3.640625 ],[ 0.984375  -0.828125  -3.65625   ...  2.453125   1.9609375 -2.       ]
HumanEval/60,-0.0,1,136,[ 6.25      1.203125 -4.4375   ... -1.390625 -0.84375  -4.      ],[ 1.0625     0.1875    -4.46875   ...  1.1171875  1.296875  -1.5      ]
HumanEval/61,0.31839460950187315,1,121,[ 5.6875     0.328125  -3.5625    ... -1.265625  -1.1953125 -3.3125   ],"[ 0.625       0.48828125 -4.875      ...  1.828125    0.90625
 -1.484375  ]"
HumanEval/62,0.19861012178841694,1,142,[ 5.5        0.390625  -4.4375    ... -1.5546875 -0.96875   -3.5625   ],"[ 0.765625   -1.4375     -5.34375    ...  0.58984375  1.5390625
 -1.265625  ]"
HumanEval/63,0.9082125688853799,1,182,"[ 5.0625      0.75       -4.0625     ... -0.97265625 -1.5
 -3.3125    ]",[-1.203125   0.140625  -5.0625    ...  1.0234375  1.28125   -1.6015625]
HumanEval/64,0.9035567117779377,1,158,[ 6.375      1.6640625 -3.53125   ... -1.265625  -1.375     -3.71875  ],"[ 1.7578125   0.5703125  -5.90625    ...  2.515625    0.671875
 -0.83984375]"
HumanEval/65,1.5640563351204386,0,118,[ 5.375      0.8828125 -3.765625  ... -1.0390625 -1.7421875 -3.359375 ],[ 1.09375    0.        -4.125     ...  1.6484375  1.078125  -1.0859375]
HumanEval/66,-0.0,1,152,[ 5.90625    0.6328125 -4.15625   ... -1.8359375 -1.4609375 -3.3125   ],"[ 1.09375    -0.79296875 -4.78125    ...  1.265625    1.0546875
 -1.0078125 ]"
HumanEval/67,0.32948496734395405,1,258,[ 5.875      1.0703125 -2.96875   ... -0.8984375 -1.4453125 -3.3125   ],[ 1.578125  -0.09375   -3.59375   ...  1.1171875  0.8984375 -1.0078125]
HumanEval/68,-0.0,1,347,[ 5.5625    0.109375 -4.21875  ... -1.046875 -1.703125 -3.0625  ],[ 1.828125   0.1796875 -4.9375    ...  0.5859375  1.2109375 -1.3359375]
HumanEval/69,0.3136538810960101,1,197,[ 5.75       1.03125   -3.4375    ... -1.265625  -1.4453125 -3.265625 ],[ 1.125     -0.6015625 -5.21875   ...  1.6640625  1.203125  -1.21875  ]
HumanEval/70,0.4979005201012101,1,156,[ 5.5625     0.6875    -2.78125   ... -1.2578125 -1.421875  -3.328125 ],"[ 1.         -0.96484375 -5.84375    ...  1.5234375   0.01708984
 -1.3828125 ]"
HumanEval/71,-0.0,1,155,[ 4.25       1.375     -3.375     ... -1.2578125 -1.46875   -3.515625 ],"[-0.5        -2.0625     -5.28125    ...  1.078125    1.890625
 -0.13476562]"
HumanEval/72,0.2061987394504236,1,262,[ 5.09375    0.7109375 -3.53125   ... -1.3046875 -1.5625    -3.09375  ],"[ 1.953125   -0.65234375 -7.         ...  0.82421875 -0.03173828
 -0.8828125 ]"
HumanEval/73,0.19847359415509164,1,189,"[ 5.96875     0.9296875  -3.59375    ... -0.78515625 -1.375
 -3.265625  ]",[-0.671875  -1.0625    -5.1875    ...  1.7421875  1.3046875 -1.3046875]
HumanEval/74,0.6022964198263674,1,225,[ 5.21875    0.640625  -3.578125  ... -1.3515625 -1.6796875 -3.28125  ],"[ 0.734375   -0.609375   -5.375      ...  0.9921875   0.8515625
 -0.47070312]"
HumanEval/75,1.688590936752279,1,115,"[ 5.25        1.078125   -4.03125    ... -0.83984375 -1.53125
 -3.53125   ]","[ 0.15625    -1.4296875  -5.5625     ...  1.515625    0.93359375
 -1.2265625 ]"
HumanEval/76,1.1024441591246195,1,174,[ 6.4375     1.2265625 -2.71875   ... -0.90625   -1.375     -3.515625 ],"[ 0.859375   -1.0546875  -5.34375    ...  1.3046875   0.33789062
 -1.09375   ]"
HumanEval/77,0.934991381882488,1,145,"[ 5.65625     1.375      -2.796875   ... -0.89453125 -1.1171875
 -3.71875   ]",[ 1.125     -1.6875    -4.71875   ...  1.7421875  0.5546875 -0.5703125]
HumanEval/78,0.19455690394568487,1,347,[ 5.84375    1.1640625 -3.640625  ... -1.2109375 -1.4921875 -3.3125   ],[ 1.890625 -1.015625 -6.3125   ...  1.6875    0.890625 -1.640625]
HumanEval/79,0.648339694600244,1,179,[ 5.65625    0.9453125 -3.921875  ... -1.34375   -1.578125  -3.40625  ],"[ 1.328125   -0.2734375  -4.1875     ...  1.59375     0.03442383
 -1.03125   ]"
HumanEval/80,0.5177164977991228,1,153,[ 5.375      0.7109375 -4.        ... -1.2265625 -1.328125  -3.390625 ],"[ 1.265625   -0.1484375  -5.75       ...  1.5390625   0.45507812
 -1.4375    ]"
HumanEval/81,0.8559356105015019,1,302,[ 5.5        0.8203125 -4.78125   ... -1.265625  -1.40625   -3.125    ],"[ 1.734375   -0.20703125 -6.5        ...  1.2578125   1.609375
 -0.80859375]"
HumanEval/82,0.6100007906218936,1,113,[ 5.78125    0.59375   -4.375     ... -1.2734375 -1.2421875 -3.328125 ],"[ 0.59375    -1.609375   -6.84375    ...  1.5390625   1.0703125
 -0.94921875]"
HumanEval/83,0.7056037797485594,0,76,[ 5.34375    1.5859375 -3.390625  ... -1.1328125 -1.5078125 -3.484375 ],[ 0.21875   -0.5390625 -5.4375    ...  2.109375   1.2265625 -1.1328125]
HumanEval/84,0.3223736279586561,1,179,[ 5.6875     0.8515625 -3.921875  ... -1.265625  -1.484375  -3.3125   ],"[ 1.34375     0.0078125  -3.53125    ...  1.515625    0.58203125
 -0.87890625]"
HumanEval/85,-0.0,1,87,[ 5.9375     0.7734375 -4.15625   ... -1.7578125 -1.4296875 -3.3125   ],[ 0.265625  -0.125     -4.09375   ...  1.3125     0.8515625 -0.9140625]
HumanEval/86,1.129667139332104,1,162,[ 4.625     0.515625 -3.375    ... -1.21875  -2.21875  -3.      ],"[ 0.8125     -1.5546875  -5.9375     ...  1.4921875   0.05297852
 -0.546875  ]"
HumanEval/87,0.20777093365764332,1,291,[ 6.0625    0.90625  -3.8125   ... -1.453125 -1.75     -3.328125],"[ 2.296875    0.62109375 -6.53125    ...  1.0078125   0.62109375
 -0.890625  ]"
HumanEval/88,1.3785173530878998,1,235,[ 5.46875    0.15625   -3.265625  ... -1.265625  -1.6484375 -3.40625  ],"[ 1.203125   -0.40625    -6.46875    ...  0.83203125  0.87890625
 -1.046875  ]"
HumanEval/89,0.8937953969131547,1,142,[ 5.53125    0.7265625 -4.5       ... -1.0234375 -1.625     -3.40625  ],"[ 1.03125    -1.890625   -6.125      ...  1.203125    0.66015625
 -1.078125  ]"
HumanEval/90,-0.0,1,156,[ 5.5        0.8984375 -3.203125  ... -1.265625  -1.5703125 -3.359375 ],[ 1.484375  -0.1796875 -5.5625    ...  1.6484375  1.6015625 -1.2578125]
HumanEval/91,0.9234627988568862,0,139,[ 5.6875     1.2421875 -2.828125  ... -1.2421875 -1.625     -3.390625 ],"[ 1.984375   -0.4921875  -5.0625     ...  1.6953125  -0.07763672
 -0.765625  ]"
HumanEval/92,0.6865296455827369,1,167,[ 5.1875     0.90625   -3.828125  ... -1.1171875 -1.640625  -3.109375 ],"[ 0.796875   -0.7578125  -5.8125     ...  0.96875     0.6640625
 -0.26171875]"
HumanEval/93,1.8858095834221156,0,141,[ 5.5        0.6953125 -4.4375    ... -1.1484375 -1.875     -3.09375  ],"[ 1.390625   -1.3203125  -5.59375    ...  1.234375    0.55859375
 -0.25976562]"
HumanEval/94,0.9977738720423728,1,359,[ 5.125      1.046875  -3.25      ... -0.9453125 -1.375     -3.40625  ],[ 1.140625  -1.1640625 -5.65625   ...  1.4453125  1.921875  -1.828125 ]
HumanEval/95,0.7920512979541341,0,205,[ 5.40625    0.953125  -3.53125   ... -1.2578125 -1.640625  -3.265625 ],"[ 1.015625   -0.25390625 -6.1875     ...  0.9609375   0.91796875
 -0.96484375]"
HumanEval/96,0.32496116207750225,1,187,[ 5.34375    0.7734375 -4.0625    ... -1.21875   -1.625     -3.3125   ],"[ 1.109375   -2.296875   -6.90625    ...  0.75        1.53125
 -0.78515625]"
HumanEval/97,-0.0,1,145,"[ 5.09375     0.875      -4.3125     ... -0.97265625 -1.796875
 -3.4375    ]",[ 1.3515625  0.3515625 -4.15625   ...  1.890625   0.8125    -0.984375 ]
HumanEval/98,-0.0,1,104,[ 5.75       0.90625   -3.78125   ... -1.3828125 -1.328125  -3.5625   ],[ 1.5       -0.4765625 -5.125     ...  1.71875    1.        -0.53125  ]
HumanEval/99,1.8407218238284828,1,196,[ 4.        1.96875  -2.65625  ... -0.828125 -1.5625   -3.1875  ],"[ 1.4140625  -0.8046875  -4.875      ...  1.9765625   1.0625
 -0.53515625]"
HumanEval/100,0.5149033617094101,1,164,[ 5.1875     1.0625    -3.40625   ... -1.2578125 -1.75      -3.53125  ],"[ 0.90625    -0.640625   -5.15625    ...  1.3203125   0.328125
 -0.91015625]"
HumanEval/101,1.1578468725231639,1,148,[ 6.21875    0.984375  -3.6875    ... -1.2734375 -1.296875  -3.21875  ],"[ 2.625      -0.265625   -5.1875     ...  1.171875   -0.2109375
  0.08544922]"
HumanEval/102,0.6457137187685583,0,131,[ 5.1875    1.109375 -3.953125 ... -1.21875  -1.578125 -3.3125  ],[ 0.828125  -0.265625  -4.90625   ...  1.8359375  1.5390625 -1.125    ]
HumanEval/103,0.9424459703168595,1,182,[ 5.125      1.0703125 -3.46875   ... -1.09375   -1.765625  -3.4375   ],"[ 1.0859375  -0.1484375  -4.5        ...  1.484375    0.5234375
 -0.68359375]"
HumanEval/104,0.2032970260994335,1,147,[ 5.9375     0.578125  -3.875     ... -1.3671875 -1.4609375 -3.359375 ],[ 0.828125 -1.0625   -6.125    ...  1.40625   0.953125 -0.953125]
HumanEval/105,0.7065763103510931,1,311,[ 5.6875    1.640625 -4.34375  ... -1.4375   -1.3125   -3.265625],"[ 1.59375    -0.26171875 -6.40625    ...  0.97265625  0.65234375
 -0.78125   ]"
HumanEval/106,0.1863254475214018,1,158,[ 5.9375     0.4296875 -2.71875   ... -1.109375  -1.40625   -3.6875   ],[ 1.0625    -1.5625    -6.5625    ...  1.4296875  0.90625   -1.0078125]
HumanEval/107,0.6076247481158645,1,246,[ 5.53125    0.2109375 -4.0625    ... -1.1015625 -1.5625    -3.203125 ],[ 0.84375   -1.234375  -5.65625   ...  1.515625   0.6953125 -1.5859375]
HumanEval/108,1.2327447549483002,1,160,[ 5.90625   0.21875  -4.03125  ... -1.34375  -1.734375 -3.140625],[ 0.953125  -0.6640625 -5.125     ...  1.453125   1.125     -0.8671875]
HumanEval/109,1.175490625917458,1,331,[ 5.875      0.015625  -4.09375   ... -1.0390625 -1.796875  -2.953125 ],[ 0.375     -0.78125   -5.59375   ...  1.40625    1.2734375 -2.015625 ]
HumanEval/110,0.5520100739663002,0,229,[ 5.5        0.6796875 -3.375     ... -1.1015625 -1.6328125 -3.203125 ],"[ 1.359375   -1.296875   -4.3125     ...  1.3515625   0.36328125
 -0.91015625]"
HumanEval/111,-0.0,1,183,[ 5.8125     1.4921875 -2.828125  ... -1.375     -1.609375  -3.515625 ],[ 0.734375   1.0703125 -5.5625    ...  1.7109375  1.171875  -0.7734375]
HumanEval/112,0.8450625804643683,1,194,[ 5.         0.828125  -3.828125  ... -1.0625    -1.8203125 -3.234375 ],"[ 2.46875    -0.953125   -6.28125    ...  1.         -0.36132812
 -1.0546875 ]"
HumanEval/113,-0.0,1,214,[ 6.         0.609375  -3.125     ... -1.5546875 -1.5625    -3.40625  ],"[ 1.515625   -0.6953125  -4.84375    ...  1.09375    -0.02050781
 -1.125     ]"
HumanEval/114,0.7451001253225567,1,120,"[ 5.21875     0.96875    -3.90625    ... -0.84765625 -1.359375
 -3.46875   ]",[-0.1875    -1.6875    -3.53125   ...  1.65625    3.078125  -1.0390625]
HumanEval/115,0.7935512966030555,0,358,[ 6.15625    1.0234375 -4.09375   ... -1.3046875 -1.5625    -3.40625  ],[ 0.265625   1.890625  -4.5       ...  1.65625    1.2890625 -1.4140625]
HumanEval/116,0.32675040467582644,1,202,[ 6.25      0.6875   -5.       ... -1.5      -1.453125 -3.6875  ],"[ 2.328125   -0.171875   -5.9375     ...  1.0859375   0.79296875
 -1.6640625 ]"
HumanEval/117,0.3226459906491761,1,213,[ 5.875      0.78125   -3.859375  ... -1.3828125 -1.640625  -3.40625  ],"[ 1.53125    -0.84375    -6.8125     ...  0.83984375  1.03125
 -0.703125  ]"
HumanEval/118,1.5978232031194732,1,181,[ 5.3125    1.078125 -3.6875   ... -1.125    -1.53125  -3.484375],"[ 1.03125    -0.87109375 -5.375      ...  0.94140625  0.87109375
 -0.953125  ]"
HumanEval/119,0.7625174542938203,1,200,[ 5.125      0.4140625 -3.65625   ... -1.015625  -1.421875  -3.171875 ],"[ 0.65625    -1.5078125  -4.8125     ...  1.7890625   0.98828125
 -1.5703125 ]"
HumanEval/120,0.7115000952998094,0,255,[ 6.3125     0.875     -3.109375  ... -1.3984375 -1.2734375 -3.40625  ],[ 1.484375   0.0546875 -5.21875   ...  0.9921875  2.09375   -1.609375 ]
HumanEval/121,0.6031513665196921,1,135,[ 5.9375     0.5703125 -4.5625    ... -1.6484375 -1.203125  -3.234375 ],[ 0.203125   0.28125   -4.46875   ...  0.9609375  0.90625   -1.2109375]
HumanEval/122,0.6034426907608275,1,169,[ 6.1875     0.7890625 -4.4375    ... -1.5703125 -1.4375    -3.40625  ],[ 0.6875    -0.4140625 -5.21875   ...  1.125      1.2421875 -0.9140625]
HumanEval/123,1.1978341173400255,1,264,[ 4.46875    1.1328125 -2.84375   ... -1.09375   -1.6484375 -3.40625  ],[ 0.53125   -0.921875  -6.59375   ...  1.3984375  0.953125  -1.09375  ]
HumanEval/124,1.1403600961928606,1,321,"[ 4.875       2.1875     -2.78125    ... -0.97265625 -1.515625
 -3.078125  ]","[ 1.359375    0.046875   -5.71875    ...  0.54296875  1.046875
 -1.4453125 ]"
HumanEval/125,1.1724516866711125,0,173,[ 5.5        0.125     -3.75      ... -1.2890625 -1.921875  -3.390625 ],"[ 1.640625    0.3203125  -5.75       ...  1.0234375   0.08203125
 -0.640625  ]"
HumanEval/126,0.9966933256308563,1,281,[ 5.28125    0.5703125 -3.375     ... -1.1484375 -1.53125   -3.15625  ],"[ 1.203125   -0.46875    -5.25       ...  1.21875     0.35742188
 -0.68359375]"
HumanEval/127,0.926332283890476,0,286,[ 4.78125    0.8203125 -4.03125   ... -1.1875    -1.3046875 -3.125    ],[ 0.359375  -1.9453125 -8.625     ...  1.9453125  1.2734375 -1.25     ]
HumanEval/128,0.18658784208758222,1,154,[ 5.5625     0.953125  -3.359375  ... -1.234375  -1.6171875 -3.3125   ],[ 0.65625   -0.2890625 -4.59375   ...  1.8125     1.1015625 -0.9609375]
HumanEval/129,0.9330426107391605,1,428,[ 4.8125     0.46875   -3.515625  ... -1.078125  -1.4296875 -3.46875  ],"[-0.546875    0.953125   -4.46875    ...  0.52734375  3.046875
 -2.        ]"
HumanEval/130,1.0066752734582736,0,267,[ 4.90625    1.140625  -3.21875   ... -1.3828125 -1.5       -3.6875   ],"[ 0.0625      0.28125    -6.625      ...  0.82421875  0.50390625
 -1.3203125 ]"
