probe,model,feature_method,threshold,precision,recall,f1,accuracy,trigger_rate
Qwen_Qwen2.5-Coder-3B-Instruct_TBG_logreg,Qwen/Qwen2.5-Coder-3B-Instruct,TBG,0.7,0.975609756097561,0.851063829787234,0.9090909090909091,0.9532163742690059,0.23976608187134502
Qwen_Qwen2.5-Coder-3B-Instruct_TBG_mlp,Qwen/Qwen2.5-Coder-3B-Instruct,TBG,0.3,0.9512195121951219,0.8297872340425532,0.8863636363636364,0.9415204678362573,0.23976608187134502
Qwen_Qwen2.5-Coder-3B-Instruct_TBG_mlp,Qwen/Qwen2.5-Coder-3B-Instruct,TBG,0.4,0.9512195121951219,0.8297872340425532,0.8863636363636364,0.9415204678362573,0.23976608187134502
Qwen_Qwen2.5-Coder-3B-Instruct_TBG_mlp,Qwen/Qwen2.5-Coder-3B-Instruct,TBG,0.5,0.95,0.8085106382978723,0.8735632183908046,0.935672514619883,0.23391812865497075
Qwen_Qwen2.5-Coder-3B-Instruct_TBG_mlp,Qwen/Qwen2.5-Coder-3B-Instruct,TBG,0.6,0.95,0.8085106382978723,0.8735632183908046,0.935672514619883,0.23391812865497075
Qwen_Qwen2.5-Coder-3B-Instruct_TBG_mlp,Qwen/Qwen2.5-Coder-3B-Instruct,TBG,0.7,0.9487179487179487,0.7872340425531915,0.8604651162790697,0.9298245614035088,0.22807017543859648
deepseek-ai_deepseek-coder-1.3b-instruct_SLT_logreg,deepseek-ai/deepseek-coder-1.3b-instruct,SLT,0.3,0.8157894736842105,0.9117647058823529,0.8611111111111112,0.8830409356725146,0.4444444444444444
deepseek-ai_deepseek-coder-1.3b-instruct_SLT_logreg,deepseek-ai/deepseek-coder-1.3b-instruct,SLT,0.4,0.8133333333333334,0.8970588235294118,0.8531468531468531,0.8771929824561403,0.43859649122807015
deepseek-ai_deepseek-coder-1.3b-instruct_SLT_logreg,deepseek-ai/deepseek-coder-1.3b-instruct,SLT,0.5,0.8108108108108109,0.8823529411764706,0.8450704225352113,0.8713450292397661,0.4327485380116959
deepseek-ai_deepseek-coder-1.3b-instruct_SLT_logreg,deepseek-ai/deepseek-coder-1.3b-instruct,SLT,0.6,0.8194444444444444,0.8676470588235294,0.8428571428571429,0.8713450292397661,0.42105263157894735
deepseek-ai_deepseek-coder-1.3b-instruct_SLT_logreg,deepseek-ai/deepseek-coder-1.3b-instruct,SLT,0.7,0.8285714285714286,0.8529411764705882,0.8405797101449275,0.8713450292397661,0.4093567251461988
deepseek-ai_deepseek-coder-1.3b-instruct_SLT_mlp,deepseek-ai/deepseek-coder-1.3b-instruct,SLT,0.3,0.7916666666666666,0.8382352941176471,0.8142857142857143,0.847953216374269,0.42105263157894735
deepseek-ai_deepseek-coder-1.3b-instruct_SLT_mlp,deepseek-ai/deepseek-coder-1.3b-instruct,SLT,0.4,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8596491228070176,0.39766081871345027
deepseek-ai_deepseek-coder-1.3b-instruct_SLT_mlp,deepseek-ai/deepseek-coder-1.3b-instruct,SLT,0.5,0.8333333333333334,0.8088235294117647,0.8208955223880597,0.8596491228070176,0.38596491228070173
deepseek-ai_deepseek-coder-1.3b-instruct_SLT_mlp,deepseek-ai/deepseek-coder-1.3b-instruct,SLT,0.6,0.859375,0.8088235294117647,0.8333333333333334,0.8713450292397661,0.3742690058479532
deepseek-ai_deepseek-coder-1.3b-instruct_SLT_mlp,deepseek-ai/deepseek-coder-1.3b-instruct,SLT,0.7,0.8571428571428571,0.7941176470588235,0.8244274809160306,0.8654970760233918,0.3684210526315789
deepseek-ai_deepseek-coder-1.3b-instruct_TBG_logreg,deepseek-ai/deepseek-coder-1.3b-instruct,TBG,0.3,0.835820895522388,0.8235294117647058,0.8296296296296296,0.8654970760233918,0.391812865497076
deepseek-ai_deepseek-coder-1.3b-instruct_TBG_logreg,deepseek-ai/deepseek-coder-1.3b-instruct,TBG,0.4,0.8484848484848485,0.8235294117647058,0.835820895522388,0.8713450292397661,0.38596491228070173
deepseek-ai_deepseek-coder-1.3b-instruct_TBG_logreg,deepseek-ai/deepseek-coder-1.3b-instruct,TBG,0.5,0.8484848484848485,0.8235294117647058,0.835820895522388,0.8713450292397661,0.38596491228070173
deepseek-ai_deepseek-coder-1.3b-instruct_TBG_logreg,deepseek-ai/deepseek-coder-1.3b-instruct,TBG,0.6,0.8615384615384616,0.8235294117647058,0.8421052631578947,0.8771929824561403,0.38011695906432746
deepseek-ai_deepseek-coder-1.3b-instruct_TBG_logreg,deepseek-ai/deepseek-coder-1.3b-instruct,TBG,0.7,0.873015873015873,0.8088235294117647,0.8396946564885496,0.8771929824561403,0.3684210526315789
deepseek-ai_deepseek-coder-1.3b-instruct_TBG_mlp,deepseek-ai/deepseek-coder-1.3b-instruct,TBG,0.3,0.5370370370370371,0.8529411764705882,0.6590909090909091,0.6491228070175439,0.631578947368421
deepseek-ai_deepseek-coder-1.3b-instruct_TBG_mlp,deepseek-ai/deepseek-coder-1.3b-instruct,TBG,0.4,0.5934065934065934,0.7941176470588235,0.6792452830188679,0.7017543859649122,0.5321637426900585
deepseek-ai_deepseek-coder-1.3b-instruct_TBG_mlp,deepseek-ai/deepseek-coder-1.3b-instruct,TBG,0.5,0.6351351351351351,0.6911764705882353,0.6619718309859155,0.7192982456140351,0.4327485380116959
deepseek-ai_deepseek-coder-1.3b-instruct_TBG_mlp,deepseek-ai/deepseek-coder-1.3b-instruct,TBG,0.6,0.6,0.4411764705882353,0.5084745762711864,0.6608187134502924,0.29239766081871343
deepseek-ai_deepseek-coder-1.3b-instruct_TBG_mlp,deepseek-ai/deepseek-coder-1.3b-instruct,TBG,0.7,0.7142857142857143,0.36764705882352944,0.4854368932038835,0.6900584795321637,0.2046783625730994
meta-llama_Llama-3.2-3B-Instruct_SLT_logreg,meta-llama/Llama-3.2-3B-Instruct,SLT,0.3,0.4074074074074074,0.4782608695652174,0.44,0.8362573099415205,0.15789473684210525
meta-llama_Llama-3.2-3B-Instruct_SLT_logreg,meta-llama/Llama-3.2-3B-Instruct,SLT,0.4,0.4166666666666667,0.43478260869565216,0.425531914893617,0.8421052631578947,0.14035087719298245
meta-llama_Llama-3.2-3B-Instruct_SLT_logreg,meta-llama/Llama-3.2-3B-Instruct,SLT,0.5,0.45454545454545453,0.43478260869565216,0.4444444444444444,0.8538011695906432,0.1286549707602339
meta-llama_Llama-3.2-3B-Instruct_SLT_logreg,meta-llama/Llama-3.2-3B-Instruct,SLT,0.6,0.45454545454545453,0.43478260869565216,0.4444444444444444,0.8538011695906432,0.1286549707602339
meta-llama_Llama-3.2-3B-Instruct_SLT_logreg,meta-llama/Llama-3.2-3B-Instruct,SLT,0.7,0.47368421052631576,0.391304347826087,0.42857142857142855,0.8596491228070176,0.1111111111111111
meta-llama_Llama-3.2-3B-Instruct_SLT_mlp,meta-llama/Llama-3.2-3B-Instruct,SLT,0.3,0.4482758620689655,0.5652173913043478,0.5,0.847953216374269,0.1695906432748538
meta-llama_Llama-3.2-3B-Instruct_SLT_mlp,meta-llama/Llama-3.2-3B-Instruct,SLT,0.4,0.4166666666666667,0.43478260869565216,0.425531914893617,0.8421052631578947,0.14035087719298245
meta-llama_Llama-3.2-3B-Instruct_SLT_mlp,meta-llama/Llama-3.2-3B-Instruct,SLT,0.5,0.47619047619047616,0.43478260869565216,0.45454545454545453,0.8596491228070176,0.12280701754385964
meta-llama_Llama-3.2-3B-Instruct_SLT_mlp,meta-llama/Llama-3.2-3B-Instruct,SLT,0.6,0.7142857142857143,0.43478260869565216,0.5405405405405406,0.9005847953216374,0.08187134502923976
meta-llama_Llama-3.2-3B-Instruct_SLT_mlp,meta-llama/Llama-3.2-3B-Instruct,SLT,0.7,0.75,0.391304347826087,0.5142857142857142,0.9005847953216374,0.07017543859649122
meta-llama_Llama-3.2-3B-Instruct_TBG_logreg,meta-llama/Llama-3.2-3B-Instruct,TBG,0.3,0.42857142857142855,0.5217391304347826,0.47058823529411764,0.8421052631578947,0.16374269005847952
meta-llama_Llama-3.2-3B-Instruct_TBG_logreg,meta-llama/Llama-3.2-3B-Instruct,TBG,0.4,0.4444444444444444,0.5217391304347826,0.48,0.847953216374269,0.15789473684210525
meta-llama_Llama-3.2-3B-Instruct_TBG_logreg,meta-llama/Llama-3.2-3B-Instruct,TBG,0.5,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.8713450292397661,0.13450292397660818
meta-llama_Llama-3.2-3B-Instruct_TBG_logreg,meta-llama/Llama-3.2-3B-Instruct,TBG,0.6,0.5,0.43478260869565216,0.46511627906976744,0.8654970760233918,0.11695906432748537
meta-llama_Llama-3.2-3B-Instruct_TBG_logreg,meta-llama/Llama-3.2-3B-Instruct,TBG,0.7,0.5555555555555556,0.43478260869565216,0.4878048780487805,0.8771929824561403,0.10526315789473684
meta-llama_Llama-3.2-3B-Instruct_TBG_mlp,meta-llama/Llama-3.2-3B-Instruct,TBG,0.3,0.42857142857142855,0.6521739130434783,0.5172413793103449,0.8362573099415205,0.2046783625730994
meta-llama_Llama-3.2-3B-Instruct_TBG_mlp,meta-llama/Llama-3.2-3B-Instruct,TBG,0.4,0.46153846153846156,0.5217391304347826,0.4897959183673469,0.8538011695906432,0.15204678362573099
meta-llama_Llama-3.2-3B-Instruct_TBG_mlp,meta-llama/Llama-3.2-3B-Instruct,TBG,0.5,0.5,0.4782608695652174,0.4888888888888889,0.8654970760233918,0.1286549707602339
meta-llama_Llama-3.2-3B-Instruct_TBG_mlp,meta-llama/Llama-3.2-3B-Instruct,TBG,0.6,0.4,0.2608695652173913,0.3157894736842105,0.847953216374269,0.08771929824561403
meta-llama_Llama-3.2-3B-Instruct_TBG_mlp,meta-llama/Llama-3.2-3B-Instruct,TBG,0.7,0.6,0.2608695652173913,0.36363636363636365,0.8771929824561403,0.05847953216374269
